album,album_id,album_link,artist,rating,rev_date,reviewer,year
Analord 1,11631,http://www.pitchfork.com/reviews/albums/11631-analord-1-analord-2/,AFX,5.6,"January 27, 2005",Mark Richardson,2005
Origin 1,7377,http://www.pitchfork.com/reviews/albums/7377-origin-1/,Soundtrack of Our Lives,4.8,"January 27, 2005",Adam Moerder,2005
Sings Morrissey EP,5627,http://www.pitchfork.com/reviews/albums/5627-sings-morrissey-ep/,Colin Meloy,6.6,"January 27, 2005",Marc Hogan,2005
Notorious Lightning and Other Works EP,2294,http://www.pitchfork.com/reviews/albums/2294-notorious-lightning-and-other-works-ep/,Destroyer,6.8,"January 27, 2005",Matthew Murphy,2005
The Visible Sign of the Invisible Order,5626,http://www.pitchfork.com/reviews/albums/5626-the-visible-sign-of-the-invisible-order/,Master Musicians of Bukkake,7.2,"January 27, 2005",Cameron Macdonald,2005
Before the Dawn Heals Us,5009,http://www.pitchfork.com/reviews/albums/5009-before-the-dawn-heals-us/,M83,8.6,"January 26, 2005",Brandon Stosuy,2005
Purple Haze,1791,http://www.pitchfork.com/reviews/albums/1791-purple-haze/,Cam'ron,8.7,"January 26, 2005",Tom Breihan,2005
A Way of Life,7558,http://www.pitchfork.com/reviews/albums/7558-a-way-of-life/,Suicide,8.3,"January 26, 2005",Joe Tangari,2005
I Sold Gold,465,http://www.pitchfork.com/reviews/albums/465-i-sold-gold/,Aqueduct,6.8,"January 26, 2005",Johnny Loftus,2005
The Great Destroyer,4902,http://www.pitchfork.com/reviews/albums/4902-the-great-destroyer/,Low,5.5,"January 26, 2005",David Raposa,2005
Girls of War,2593,http://www.pitchfork.com/reviews/albums/2593-girls-of-war/,Die Monitr Batss,5.2,"January 25, 2005",Adam Moerder,2005
Emoh,1149,http://www.pitchfork.com/reviews/albums/1149-emoh/,Lou Barlow,7.9,"January 25, 2005",Jason Crock,2005
Eveningland,3994,http://www.pitchfork.com/reviews/albums/3994-eveningland/,Hem,8.1,"January 25, 2005",David Raposa,2005
Touch,11781,http://www.pitchfork.com/reviews/albums/11781-touch-speicher-2/,Michael Mayer,7.4,"January 25, 2005",Mark Pytlik,2005
Worlds Apart,182,http://www.pitchfork.com/reviews/albums/182-worlds-apart/,...And You Will Know Us by the Trail of Dead,4,"January 24, 2005",Nick Sylvester,2005
And the Black Moths Play the Grand Cinema,11819,http://www.pitchfork.com/reviews/albums/11819-and-the-black-moths-play-the-grand-cinema-dean-roberts-jealousy-and-diamond-autistic-daughters/,Dean Roberts,8.1,"January 24, 2005",Chris Dahlen,2005
How to Kill the DJ [Part Two],6106,http://www.pitchfork.com/reviews/albums/6106-how-to-kill-the-dj-part-two/,Optimo,9,"January 24, 2005",Mark Richardson,2005
Naturally,4355,http://www.pitchfork.com/reviews/albums/4355-naturally/,Sharon Jones and the Dap-Kings,8.7,"January 24, 2005",Cameron Macdonald,2005
So Jealous,8285,http://www.pitchfork.com/reviews/albums/8285-so-jealous/,Tegan and Sara,3.4,"January 24, 2005",Marc Hogan,2005
Volume One: unIndian songs,6562,http://www.pitchfork.com/reviews/albums/6562-volume-one-unindian-songs/,pedestrian,7.4,"January 23, 2005",Brian Howe,2005
All Harm Ends Here,2657,http://www.pitchfork.com/reviews/albums/2657-all-harm-ends-here/,Early Day Miners,6.3,"January 23, 2005",Sam Ubl,2005
This Right Here Is Buck 65,1069,http://www.pitchfork.com/reviews/albums/1069-this-right-here-is-buck-65/,Buck 65,7,"January 23, 2005",Matthew Murphy,2005
"I'm Wide Awake, It's Morning",11683,http://www.pitchfork.com/reviews/albums/11683-im-wide-awake-its-morning-digital-ash-in-a-digital-urn/,Bright Eyes,8.7,"January 23, 2005",Chris Dahlen,2005
Before the Poison,2962,http://www.pitchfork.com/reviews/albums/2962-before-the-poison/,Marianne Faithfull,7.9,"January 23, 2005",Stephen M. Deusner,2005
Outside Closer,3918,http://www.pitchfork.com/reviews/albums/3918-outside-closer/,Hood,8.6,"January 20, 2005",Nitsuh Abebe,2005
Unclassics,3664,http://www.pitchfork.com/reviews/albums/3664-unclassics/,Morgan Geist,8.4,"January 20, 2005",Mark Pytlik,2005
Rvng Prsnts Mx3,7801,http://www.pitchfork.com/reviews/albums/7801-rvng-prsnts-mx3/,Tim Sweeney,7.5,"January 20, 2005",Nick Sylvester,2005
The Surviving Elements: From the Soul Survivor II Sessions,6903,http://www.pitchfork.com/reviews/albums/6903-the-surviving-elements-from-the-soul-survivor-ii-sessions/,Pete Rock,6.8,"January 20, 2005",Cameron Macdonald,2005
Gemstones,3627,http://www.pitchfork.com/reviews/albums/3627-gemstones/,Adam Green,5.5,"January 20, 2005",Marc Hogan,2005
Sunday Nights: The Songs of Junior Kimbrough,2061,http://www.pitchfork.com/reviews/albums/2061-sunday-nights-the-songs-of-junior-kimbrough/,Various Artists,7,"January 19, 2005",Stephen M. Deusner,2005
The Complete Studio Recordings,5911,http://www.pitchfork.com/reviews/albums/5911-the-complete-studio-recordings/,Naked City,8.5,"January 19, 2005",Chris Dahlen,2005
Our Love Will Change the World,6063,http://www.pitchfork.com/reviews/albums/6063-our-love-will-change-the-world/,Outrageous Cherry,7.7,"January 19, 2005",Joe Tangari,2005
The Relatives,6561,http://www.pitchfork.com/reviews/albums/6561-the-relatives/,Jeff Parker,7.4,"January 19, 2005",Matthew Murphy,2005
Blasted,8281,http://www.pitchfork.com/reviews/albums/8281-blasted/,Terrestrial Tones,5.7,"January 19, 2005",Brandon Stosuy,2005
Fuck Pete Larsen,8731,http://www.pitchfork.com/reviews/albums/8731-fuck-pete-larsen/,Wolf Eyes,7.4,"January 18, 2005",Nick Sylvester,2005
Everyday Examples of Humans Facing Straight Into the Blow,813,http://www.pitchfork.com/reviews/albums/813-everyday-examples-of-humans-facing-straight-into-the-blow/,The Blow,6,"January 18, 2005",Marc Hogan,2005
Wilderness,6470,http://www.pitchfork.com/reviews/albums/6470-wilderness/,Archer Prewitt,8.5,"January 18, 2005",Sam Ubl,2005
Snapshot EP,8985,http://www.pitchfork.com/reviews/albums/8985-snapshot-ep/,Mission of Burma,8.2,"January 18, 2005",David Raposa,2005
Folkloric Feel,464,http://www.pitchfork.com/reviews/albums/464-folkloric-feel/,Apostle of Hustle,7.7,"January 18, 2005",Brian Howe,2005
The Documentary,3663,http://www.pitchfork.com/reviews/albums/3663-the-documentary/,The Game,8.3,"January 18, 2005",Tom Breihan,2005
The Holy Bible,5074,http://www.pitchfork.com/reviews/albums/5074-the-holy-bible/,Manic Street Preachers,8.4,"January 17, 2005",Joe Tangari,2005
Out of Nothing,2769,http://www.pitchfork.com/reviews/albums/2769-out-of-nothing/,Embrace,7.3,"January 17, 2005",Sam Ubl,2005
Valende,4354,http://www.pitchfork.com/reviews/albums/4354-valende/,Jennifer Gentle,7.9,"January 17, 2005",Matthew Murphy,2005
Cypher Documents I,562,http://www.pitchfork.com/reviews/albums/562-cypher-documents-i/,Bardo Pond,7.8,"January 17, 2005",Cameron Macdonald,2005
Black Mountain,1146,http://www.pitchfork.com/reviews/albums/1146-black-mountain/,Black Mountain,8.3,"January 16, 2005",Sam Ubl,2005
Peace With Every Step,1148,http://www.pitchfork.com/reviews/albums/1148-peace-with-every-step/,Build an Ark,8.7,"January 16, 2005",Cameron Macdonald,2005
Blood Is Trouble,8603,http://www.pitchfork.com/reviews/albums/8603-blood-is-trouble/,Greg Weeks,8,"January 16, 2005",Matthew Murphy,2005
Gnayse,1072,http://www.pitchfork.com/reviews/albums/1072-gnayse/,Bola,7.5,"January 16, 2005",Mark Richardson,2005
Highly Bred and Sweetly Tempered,1790,http://www.pitchfork.com/reviews/albums/1790-highly-bred-and-sweetly-tempered/,Climax Golden Twins,7.2,"January 16, 2005",Joe Tangari,2005
There Are Giants in the Earth,2918,http://www.pitchfork.com/reviews/albums/2918-there-are-giants-in-the-earth/,The '89 Cubs,7.3,"January 13, 2005",Brian Howe,2005
Amok,4977,http://www.pitchfork.com/reviews/albums/4977-amok/,The Late B.P. Helium,6.5,"January 13, 2005",Stephen M. Deusner,2005
Sunset Homes,7799,http://www.pitchfork.com/reviews/albums/7799-sunset-homes/,The Society of Rockets,7.8,"January 13, 2005",Matthew Murphy,2005
Early Trax,11779,http://www.pitchfork.com/reviews/albums/11779-early-trax-side-trax/,Ministry,5,"January 13, 2005",Cameron Macdonald,2005
KCRW Sounds Eclectic 3,2060,http://www.pitchfork.com/reviews/albums/2060-kcrw-sounds-eclectic-3/,Various Artists,8,"January 13, 2005",Amanda Petrusich,2005
Osirus: The Official Mixtape,6104,http://www.pitchfork.com/reviews/albums/6104-osirus-the-official-mixtape/,Ol' Dirty Bastard,6.4,"January 12, 2005",Nick Sylvester,2005
Strange Bird,463,http://www.pitchfork.com/reviews/albums/463-strange-bird/,Augie March,8.2,"January 12, 2005",Joe Tangari,2005
Sleeps With Fishes,6103,http://www.pitchfork.com/reviews/albums/6103-sleeps-with-fishes/,On Fillmore,7.7,"January 12, 2005",Matthew Murphy,2005
Lowflow,3025,http://www.pitchfork.com/reviews/albums/3025-lowflow/,Thomas Fehlmann,7.4,"January 12, 2005",Cameron Macdonald,2005
Grab That Gun,6083,http://www.pitchfork.com/reviews/albums/6083-grab-that-gun/,The Organ,6.6,"January 12, 2005",Sam Ubl,2005
EP,3273,http://www.pitchfork.com/reviews/albums/3273-ep/,The Fiery Furnaces,8.9,"January 12, 2005",Rob Mitchum,2005
Box the Bunny,1145,http://www.pitchfork.com/reviews/albums/1145-box-the-bunny/,Bunnybrains,2.1,"January 11, 2005",Joe Tangari,2005
The Life Aquatic With Steve Zissou OST,7895,http://www.pitchfork.com/reviews/albums/7895-the-life-aquatic-with-steve-zissou-ost/,Various Artists,7.1,"January 11, 2005",Chris Dahlen,2005
ThÌ¬ au Harem d'ArchimÌ©de,8507,http://www.pitchfork.com/reviews/albums/8507-the-au-harem-darchimede/,Ricardo Villalobos,8.2,"January 11, 2005",Nick Sylvester,2005
The Wreath,443,http://www.pitchfork.com/reviews/albums/443-the-wreath/,Jason Anderson,7.3,"January 11, 2005",Brian Howe,2005
Cultural Norms,794,http://www.pitchfork.com/reviews/albums/794-cultural-norms/,Blanket Music,7.8,"January 11, 2005",Chris Dahlen,2005
When It's All Over We Still Have to Clear Up,7305,http://www.pitchfork.com/reviews/albums/7305-when-its-all-over-we-still-have-to-clear-up/,Snow Patrol,7.6,"January 10, 2005",Marc Hogan,2005
Advent,8843,http://www.pitchfork.com/reviews/albums/8843-advent/,Richard Youngs,7.5,"January 10, 2005",Matthew Murphy,2005
ZE Xmas Record Reloaded 2004,20292004,http://www.pitchfork.com/reviews/albums/2029-ze-xmas-record-reloaded-2004/,Various Artists,7,"January 10, 2005",Cameron Macdonald,2005
Abhayamaudra,1688,http://www.pitchfork.com/reviews/albums/1688-abhayamaudra-with-damo-suzuki/,Cul de Sac / Damo Suzuki,6.3,"January 10, 2005",Mark Richardson,2005
The Secret Migration,5237,http://www.pitchfork.com/reviews/albums/5237-the-secret-migration/,Mercury Rev,5.5,"January 2, 2005",Peter Macia,2005
The World Is Saved,5909,http://www.pitchfork.com/reviews/albums/5909-the-world-is-saved/,Stina Nordenstam,8.6,"December 16, 2004",David Raposa,2004
Clicks & Cuts 4,1936,http://www.pitchfork.com/reviews/albums/1936-clicks-cuts-4/,Various Artists,7.8,"December 16, 2004",Cameron Macdonald,2004
Be With,4591,http://www.pitchfork.com/reviews/albums/4591-be-with/,Koushik,6.8,"December 16, 2004",Brian Howe,2004
Red v Green,4592,http://www.pitchfork.com/reviews/albums/4592-red-v-green/,Yannis Kyriakides / Andy Moor,7.1,"December 16, 2004",Joe Tangari,2004
Leviathan,5143,http://www.pitchfork.com/reviews/albums/5143-leviathan/,Mastodon,8.5,"December 16, 2004",Isaiah Violante,2004
Inner North,3660,http://www.pitchfork.com/reviews/albums/3660-inner-north/,The Guild League,6.6,"December 15, 2004",Marc Hogan,2004
Chapter 1: The Sandworm Cometh,11780,http://www.pitchfork.com/reviews/albums/11780-chapter-1-the-sandworm-cometh-chapter-2-learning/,My Morning Jacket,6.9,"December 15, 2004",Stephen M. Deusner,2004
World of Echo,6909,http://www.pitchfork.com/reviews/albums/6909-world-of-echo/,Arthur Russell,8.4,"December 15, 2004",Cameron Macdonald,2004
Die Rugged Man Die,6934,http://www.pitchfork.com/reviews/albums/6934-die-rugged-man-die/,R.A. the Rugged Man,7.5,"December 15, 2004",Jamin Warren,2004
Deep Cuts,4589,http://www.pitchfork.com/reviews/albums/4589-deep-cuts/,The Knife,7.6,"December 15, 2004",Sam Ubl,2004
Ballads of Living and Dying,5907,http://www.pitchfork.com/reviews/albums/5907-ballads-of-living-and-dying/,Marissa Nadler,8,"December 15, 2004",Matthew Murphy,2004
East Nashville Skyline,7797,http://www.pitchfork.com/reviews/albums/7797-east-nashville-skyline/,Todd Snider,8,"December 14, 2004",Stephen M. Deusner,2004
Tripper,2916,http://www.pitchfork.com/reviews/albums/2916-tripper/,Efterklang,7.9,"December 14, 2004",Matthew Murphy,2004
Three Imaginary Boys [Deluxe Edition],1694,http://www.pitchfork.com/reviews/albums/1694-three-imaginary-boys-deluxe-edition/,The Cure,8.7,"December 14, 2004",Nitsuh Abebe,2004
Danny the Dog OST,5136,http://www.pitchfork.com/reviews/albums/5136-danny-the-dog-ost/,Massive Attack,3,"December 14, 2004",Peter Macia,2004
Strong for the Future,7796,http://www.pitchfork.com/reviews/albums/7796-strong-for-the-future/,Scientific American,7.4,"December 14, 2004",Brian Howe,2004
Skittish/Rockity Roll,11724,http://www.pitchfork.com/reviews/albums/11724-skittishrockity-roll/,Mike Doughty,7.5,"December 13, 2004",Stephen M. Deusner,2004
Midnight Movies,5624,http://www.pitchfork.com/reviews/albums/5624-midnight-movies/,Midnight Movies,7.2,"December 13, 2004",Peter Macia,2004
Dark Matter Moving at the Speed of Light,1143,http://www.pitchfork.com/reviews/albums/1143-dark-matter-moving-at-the-speed-of-light/,Afrika Bambaataa,6.9,"December 13, 2004",Joe Tangari,2004
"Travel Edition, 1990-2004",6.98E+11,http://www.pitchfork.com/reviews/albums/6975-travel-edition-1990-2004/,Saint Etienne,9,"December 13, 2004",Scott Plagenhoef,2004
Doll in the Box,11707,http://www.pitchfork.com/reviews/albums/11707-doll-in-the-box-sleep-it-off/,Cristina,8.3,"December 13, 2004",Brandon Stosuy,2004
A Cricket in Times Square,1785,http://www.pitchfork.com/reviews/albums/1785-a-cricket-in-times-square/,A Cricket in Times Square,7.6,"December 12, 2004",Chris Dahlen,2004
Signal to Noise,3998,http://www.pitchfork.com/reviews/albums/3998-signal-to-noise/,Robert Henke,4.8,"December 12, 2004",Mark Richardson,2004
"Tiger, My Friend",6558,http://www.pitchfork.com/reviews/albums/6558-tiger-my-friend/,Psapp,7.5,"December 12, 2004",Sam Ubl,2004
Tell It to the Dust,6559,http://www.pitchfork.com/reviews/albums/6559-tell-it-to-the-dust/,Anders Parker,7.7,"December 12, 2004",Stephen M. Deusner,2004
K.A,5623,http://www.pitchfork.com/reviews/albums/5623-ka/,Magma,8.4,"December 9, 2004",Dominique Leone,2004
"Working for the Man: The Best of the Island Years, 1992-99",80751992,http://www.pitchfork.com/reviews/albums/8075-working-for-the-man-the-best-of-the-island-years-1992-99/,Tindersticks,7.4,"December 9, 2004",Matthew Murphy,2004
Bush Meat,4157,http://www.pitchfork.com/reviews/albums/4157-bush-meat/,Infinite Livez,7.8,"December 9, 2004",Brian Howe,2004
Stones Throw 101,2004101,http://www.pitchfork.com/reviews/albums/2004-stones-throw-101/,Various Artists,8.6,"December 9, 2004",Jamin Warren,2004
Tales Told,1142,http://www.pitchfork.com/reviews/albums/1142-tales-told/,Ian Broudie,5.9,"December 9, 2004",Marc Hogan,2004
The Man in a Blue Turban With a Face,5621,http://www.pitchfork.com/reviews/albums/5621-the-man-in-a-blue-turban-with-a-face/,Man Man,8,"December 8, 2004",Nick Sylvester,2004
For Those Who Hear Actual Voices,8279,http://www.pitchfork.com/reviews/albums/8279-for-those-who-hear-actual-voices/,Zane Trow,7.8,"December 8, 2004",Joe Tangari,2004
Charmer,1141,http://www.pitchfork.com/reviews/albums/1141-charmer/,Breather Resist,7.4,"December 8, 2004",David Raposa,2004
Tambourine,5620,http://www.pitchfork.com/reviews/albums/5620-tambourine/,Tift Merritt,7.3,"December 8, 2004",Sam Ubl,2004
Tepid Peppermint Wonderland: A Retrospective,929,http://www.pitchfork.com/reviews/albums/929-tepid-peppermint-wonderland-a-retrospective/,The Brian Jonestown Massacre,6.5,"December 8, 2004",Matthew Murphy,2004
KA,2912,http://www.pitchfork.com/reviews/albums/2912-ka/,Excepter,8.4,"December 7, 2004",Dominique Leone,2004
Long Live the Well-Doer,460,http://www.pitchfork.com/reviews/albums/460-long-live-the-well-doer/,Arbouretum,7.5,"December 7, 2004",Brian Howe,2004
Happenstance,899,http://www.pitchfork.com/reviews/albums/899-happenstance/,Boyracer,7,"December 7, 2004",Nitsuh Abebe,2004
Bangzilla,5339,http://www.pitchfork.com/reviews/albums/5339-bangzilla/,Mix Master Mike,5,"December 7, 2004",Peter Macia,2004
An Anthology of Noise & Electronic Music / Third A-Chronology 1952-2004,1.17E+12,http://www.pitchfork.com/reviews/albums/11711-an-anthology-of-noise-electronic-musicthird-a-chronology-1952-2004/,Various Artists,7.1,"December 7, 2004",Cameron Macdonald,2004
In/Out,4974,http://www.pitchfork.com/reviews/albums/4974-inout/,Limblifter,6.7,"December 6, 2004",David Moore,2004
Bee Thousand: The Director's Cut,3600,http://www.pitchfork.com/reviews/albums/3600-bee-thousand-the-directors-cut/,Guided By Voices,8.4,"December 6, 2004",Eric Carr,2004
Our Hopes and Dreams,6074,http://www.pitchfork.com/reviews/albums/6074-our-hopes-and-dreams/,The Owls,7.7,"December 6, 2004",Marc Hogan,2004
The Floating Glass Key in the Sky,6933,http://www.pitchfork.com/reviews/albums/6933-the-floating-glass-key-in-the-sky/,Rainstick Orchestra,7.3,"December 6, 2004",Brian Howe,2004
Nicky Siano's The Gallery,1994,http://www.pitchfork.com/reviews/albums/1994-nicky-sianos-the-gallery/,Various Artists,8.4,"December 6, 2004",Mark Pytlik,2004
Im Funftonraum,8278,http://www.pitchfork.com/reviews/albums/8278-im-funftonraum/,Triola,8,"December 5, 2004",Mark Richardson,2004
Underfed,6358,http://www.pitchfork.com/reviews/albums/6358-underfed/,Plush,7.1,"December 5, 2004",Matthew Murphy,2004
Palimpsest,8277,http://www.pitchfork.com/reviews/albums/8277-palimpsest-with-hecker/,Yasunao Tone / Florian Hecker,6.6,"December 5, 2004",Cameron Macdonald,2004
Nights of Forgotten Films,7795,http://www.pitchfork.com/reviews/albums/7795-nights-of-forgotten-films/,The Strange,7.8,"December 5, 2004",Joe Tangari,2004
Street's Disciple,5711,http://www.pitchfork.com/reviews/albums/5711-streets-disciple/,Nas,7.2,"December 5, 2004",Nick Sylvester,2004
The Young Machines Remixed,3827,http://www.pitchfork.com/reviews/albums/3827-the-young-machines-remixed/,Her Space Holiday,6.8,"December 2, 2004",Cameron Macdonald,2004
Where Will You Be Christmas Day?,2040,http://www.pitchfork.com/reviews/albums/2040-where-will-you-be-christmas-day/,Various Artists,8.3,"December 2, 2004",Amanda Petrusich,2004
A Sectioned Beam,4965,http://www.pitchfork.com/reviews/albums/4965-a-sectioned-beam/,Lansing-Dreiden,5.4,"December 2, 2004",David Moore,2004
The Curse of the Longest Day EP,8986,http://www.pitchfork.com/reviews/albums/8986-the-curse-of-the-longest-day-ep/,31Knots,8,"December 2, 2004",Brian Howe,2004
The Way I Were,4289,http://www.pitchfork.com/reviews/albums/4289-the-way-i-were/,Freedy Johnston,7.7,"December 2, 2004",Stephen M. Deusner,2004
Catch the Breeze,7791,http://www.pitchfork.com/reviews/albums/7791-catch-the-breeze/,Slowdive,9.5,"December 1, 2004",Nitsuh Abebe,2004
Homeland,3331,http://www.pitchfork.com/reviews/albums/3331-homeland/,Fan Modine,8,"December 1, 2004",Marc Hogan,2004
718,8276718,http://www.pitchfork.com/reviews/albums/8276-718/,Theodore Unit,7,"December 1, 2004",Sam Ubl,2004
Welcome to the North,5523,http://www.pitchfork.com/reviews/albums/5523-welcome-to-the-north/,The Music,5,"December 1, 2004",Joe Tangari,2004
Von,7154,http://www.pitchfork.com/reviews/albums/7154-von/,Sigur RÌ_s,7.8,"November 30, 2004",Sam Ubl,2004
Aha Shake Heartbreak,4560,http://www.pitchfork.com/reviews/albums/4560-aha-shake-heartbreak/,Kings of Leon,4.9,"November 30, 2004",Stephen M. Deusner,2004
Galaxies' Incredible Sensual Transmission Field of the Tower Recordings,8275,http://www.pitchfork.com/reviews/albums/8275-galaxies-incredible-sensual-transmission-field-of-the-tower-recordings/,Tower Recordings,7.6,"November 30, 2004",Matthew Murphy,2004
Interim,2977,http://www.pitchfork.com/reviews/albums/2977-interim/,The Fall,5.8,"November 30, 2004",Joe Tangari,2004
Consider the Birds,8761,http://www.pitchfork.com/reviews/albums/8761-consider-the-birds/,Wovenhand,8.5,"November 30, 2004",Brandon Stosuy,2004
Greatest Hits,8854,http://www.pitchfork.com/reviews/albums/8854-greatest-hits/,Neil Young,8,"November 29, 2004",Stephen M. Deusner,2004
Future Perfect,459,http://www.pitchfork.com/reviews/albums/459-future-perfect/,Autolux,8.3,"November 29, 2004",Peter Macia,2004
The Fair Store,7790,http://www.pitchfork.com/reviews/albums/7790-the-fair-store/,The Strugglers,7.5,"November 29, 2004",Brian Howe,2004
Getting Even,4973,http://www.pitchfork.com/reviews/albums/4973-getting-even/,Losoul,7.4,"November 29, 2004",Nick Sylvester,2004
Size Matters,3812,http://www.pitchfork.com/reviews/albums/3812-size-matters/,Helmet,5.4,"November 29, 2004",David Raposa,2004
The Downward Spiral [Deluxe Edition],5802,http://www.pitchfork.com/reviews/albums/5802-the-downward-spiral-deluxe-edition/,Nine Inch Nails,8.3,"November 28, 2004",Rob Mitchum,2004
Cockahoop,5619,http://www.pitchfork.com/reviews/albums/5619-cockahoop/,Cerys Matthews,7.4,"November 28, 2004",Stephen M. Deusner,2004
But Then Again,1976,http://www.pitchfork.com/reviews/albums/1976-but-then-again/,Various Artists,7.3,"November 28, 2004",Cameron Macdonald,2004
Must Die,2498,http://www.pitchfork.com/reviews/albums/2498-must-die/,Dwarves,3.3,"November 28, 2004",Marc Hogan,2004
Nice: Splittin' Peaches EP,6000,http://www.pitchfork.com/reviews/albums/6000-nice-splittin-peaches-ep/,Oneida,7.4,"November 28, 2004",Matthew Murphy,2004
With the Lights Out,5811,http://www.pitchfork.com/reviews/albums/5811-with-the-lights-out/,Nirvana,6.3,"November 23, 2004",Mark Richardson,2004
Kasabian,4588,http://www.pitchfork.com/reviews/albums/4588-kasabian/,Kasabian,5.2,"November 23, 2004",Johnny Loftus,2004
Everyone Is Here,3330,http://www.pitchfork.com/reviews/albums/3330-everyone-is-here/,The Finn Brothers,6.7,"November 23, 2004",Marc Hogan,2004
Wandering Stranger,2911,http://www.pitchfork.com/reviews/albums/2911-wandering-stranger/,Entrance,7.9,"November 23, 2004",Derek Miller,2004
VirÌ¡ulegu forsetar,4275,http://www.pitchfork.com/reviews/albums/4275-virulegu-forsetar/,JÌ_hann JÌ_hannsson,8.8,"November 23, 2004",Mark Richardson,2004
Love Angel Music Baby,7789,http://www.pitchfork.com/reviews/albums/7789-love-angel-music-baby/,Gwen Stefani,5.1,"November 23, 2004",Nick Sylvester,2004
"The Capitol Albums, Vol. 1",1094,http://www.pitchfork.com/reviews/albums/1094-the-capitol-albums-vol-1/,The Beatles,6,"November 22, 2004",Dominique Leone,2004
A Trip to Marineville,11838,http://www.pitchfork.com/reviews/albums/11838-a-trip-to-marineville-jane-from-occupied-europe/,Swell Maps,8.3,"November 22, 2004",Joe Tangari,2004
Zwei,8191,http://www.pitchfork.com/reviews/albums/8191-zwei/,Turing Machine,7.3,"November 22, 2004",Brian Howe,2004
"Walking Cloud, Deep Red Sky, Flag Fluttered and the Sun Shined",5404,http://www.pitchfork.com/reviews/albums/5404-walking-cloud-deep-red-sky-flag-fluttered-and-the-sun-shined/,Mono,6.6,"November 22, 2004",David Moore,2004
How to Dismantle an Atomic Bomb,8330,http://www.pitchfork.com/reviews/albums/8330-how-to-dismantle-an-atomic-bomb/,U2,6.9,"November 21, 2004",Amanda Petrusich,2004
Chiaroscuro,11836,http://www.pitchfork.com/reviews/albums/11836-chiaroscuro-humcrush/,Arve Henriksen,7.1,"November 21, 2004",Chris Dahlen,2004
"Piracy Funds Terrorism, Vol. 1",5617,http://www.pitchfork.com/reviews/albums/5617-piracy-funds-terrorism-vol-1-mixed-by-diplo/,Diplo / M.I.A.,8.5,"November 21, 2004",Nick Sylvester,2004
Bidnezz,5021,http://www.pitchfork.com/reviews/albums/5021-bidnezz/,Machinedrum,7.7,"November 21, 2004",Cameron Macdonald,2004
I Before E,1784,http://www.pitchfork.com/reviews/albums/1784-i-before-e/,Carissa's Wierd,7.2,"November 21, 2004",David Moore,2004
This Is Music: The Singles 92-98,8455,http://www.pitchfork.com/reviews/albums/8455-this-is-music-the-singles-92-98/,The Verve,8.3,"November 18, 2004",Marc Hogan,2004
Not So Much to Be Loved as to Love,6782,http://www.pitchfork.com/reviews/albums/6782-not-so-much-to-be-loved-as-to-love/,Jonathan Richman,8.1,"November 18, 2004",Marc Hogan,2004
The Frequency,3329,http://www.pitchfork.com/reviews/albums/3329-the-frequency/,The Frequency,6.9,"November 18, 2004",Joe Tangari,2004
White People,3725,http://www.pitchfork.com/reviews/albums/3725-white-people/,Handsome Boy Modeling School,6.6,"November 18, 2004",Jamin Warren,2004
Fuzzy Warbles 5,11801,http://www.pitchfork.com/reviews/albums/11801-fuzzy-warbles-5fuzzy-warbles-6/,Andy Partridge,6.6,"November 18, 2004",Chris Dahlen,2004
Wire on the Box 1979,87141979,http://www.pitchfork.com/reviews/albums/8714-wire-on-the-box-1979/,Wire,8.1,"November 17, 2004",Joe Tangari,2004
R&G (Rhythm & Gangsta): The Masterpiece,7788,http://www.pitchfork.com/reviews/albums/7788-rg-rhythm-gangsta-the-masterpiece/,Snoop Dogg,2.1,"November 17, 2004",Tom Breihan,2004
Turn,2861,http://www.pitchfork.com/reviews/albums/2861-turn/,The Ex,8.8,"November 17, 2004",Joe Tangari,2004
The Disrupt,6100,http://www.pitchfork.com/reviews/albums/6100-the-disrupt/,Oh No,7.8,"November 17, 2004",Jamin Warren,2004
Logic Memory Center,7961,http://www.pitchfork.com/reviews/albums/7961-logic-memory-center/,John Tejada,7.7,"November 17, 2004",Cameron Macdonald,2004
Sleep and Wake Up Songs EP,5962,http://www.pitchfork.com/reviews/albums/5962-sleep-and-wake-up-songs-ep/,Okkervil River,7.7,"November 16, 2004",Stephen Deusner,2004
B EP,1120,http://www.pitchfork.com/reviews/albums/1120-b-ep/,Battles,8.3,"November 16, 2004",Sam Ubl,2004
Barbez,1140,http://www.pitchfork.com/reviews/albums/1140-barbez/,Barbez,8,"November 16, 2004",Michael Idov,2004
The Gris Gris,3658,http://www.pitchfork.com/reviews/albums/3658-the-gris-gris/,The Gris Gris,7,"November 16, 2004",Brandon Stosuy,2004
Rearviewmirror (Greatest Hits 1991-2003),6.21E+11,http://www.pitchfork.com/reviews/albums/6209-rearviewmirror-greatest-hits-1991-2003/,Pearl Jam,5.9,"November 16, 2004",Scott Plagenhoef,2004
Mm..Food?,5255,http://www.pitchfork.com/reviews/albums/5255-mmfood/,MF DOOM,7.5,"November 15, 2004",Nick Sylvester,2004
Want Two,8559,http://www.pitchfork.com/reviews/albums/8559-want-two/,Rufus Wainwright,6,"November 15, 2004",Stephen Deusner,2004
fi,1137,http://www.pitchfork.com/reviews/albums/1137-fi/,Bibio,7.3,"November 15, 2004",Brian Howe,2004
